name,teamID,lgID,divID,Park,yearID,SUM(G),SUM(W),SUM(L),SUM(R),SUM(RA),PredictedWin,WError,Wpct,WpctExp,PctError
Colorado Rockies,COL,NL,W,Coors Field,2009,162,92,70,804,715,90.4593,1.5407,0.5679,0.5584,0.0095
Texas Rangers,TEX,AL,W,The Ballpark at Arlington,2004,162,89,73,860,794,87.4541,1.5459,0.5494,0.5398,0.0095
Milwaukee Brewers,ML4,AL,E,County Stadium,1972,156,65,91,493,595,63.5024,1.4976,0.4167,0.4071,0.0096
Toronto Blue Jays,TOR,AL,E,Skydome,1998,163,88,74,816,768,86.4349,1.5651,0.5399,0.5303,0.0096
San Francisco Giants,SFN,NL,W,Candlestick Park,1971,162,90,72,706,644,88.4243,1.5757,0.5556,0.5458,0.0097
San Francisco Giants,SFN,NL,W,Candlestick Park,1974,162,72,90,634,723,70.4206,1.5794,0.4444,0.4347,0.0097
Boston Red Sox,BOS,AL,E,Fenway Park II,1977,161,97,64,859,712,95.4342,1.5658,0.6025,0.5928,0.0097
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1976,162,92,70,708,630,90.412,1.588,0.5679,0.5581,0.0098
Cleveland Indians,CLE,AL,C,Jacobs Field,1996,161,99,62,952,769,97.4283,1.5717,0.6149,0.6051,0.0098
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1996,162,67,95,650,790,65.3975,1.6025,0.4136,0.4037,0.0099
San Diego Padres,SDN,NL,W,Qualcomm Stadium,2002,162,66,96,662,815,64.3968,1.6032,0.4074,0.3975,0.0099
Milwaukee Brewers,MIL,NL,C,Miller Park,2010,162,77,85,750,804,75.3774,1.6226,0.4753,0.4653,0.01
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1999,162,87,75,893,846,85.3752,1.6248,0.537,0.527,0.01
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1983,162,79,83,679,710,77.3862,1.6138,0.4877,0.4777,0.01
Houston Astros,HOU,NL,NA,Astrodome,1967,162,69,93,626,742,67.3612,1.6388,0.4259,0.4158,0.0101
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1983,162,84,78,659,648,82.3633,1.6367,0.5185,0.5084,0.0101
Detroit Tigers,DET,AL,E,Tiger Stadium,1988,162,88,74,703,658,86.3505,1.6495,0.5432,0.533,0.0102
Chicago Cubs,CHN,NL,C,Wrigley Field,2011,162,71,91,654,756,69.3419,1.6581,0.4383,0.428,0.0102
Baltimore Orioles,BAL,AL,E,Oriole Park at Camden Yards,2006,162,70,92,768,899,68.3475,1.6525,0.4321,0.4219,0.0102
Chicago White Sox,CHA,AL,NA,Comiskey Park,1967,162,89,73,531,491,87.3308,1.6692,0.5494,0.5391,0.0103
Cleveland Indians,CLE,AL,NA,Cleveland Stadium,1966,162,81,81,574,586,79.3243,1.6757,0.5,0.4897,0.0103
Chicago White Sox,CHA,AL,C,U.S. Cellular Field,2010,162,88,74,752,704,86.3349,1.6651,0.5432,0.5329,0.0103
Detroit Tigers,DET,AL,E,Tiger Stadium,1972,156,86,70,558,514,84.3922,1.6078,0.5513,0.541,0.0103
Chicago White Sox,CHA,AL,NA,Comiskey Park,1965,162,95,67,647,555,93.3271,1.6729,0.5864,0.5761,0.0103
Chicago White Sox,CHA,AL,W,Comiskey Park,1977,162,90,72,844,771,88.3077,1.6923,0.5556,0.5451,0.0104
Chicago White Sox,CHA,AL,C,Comiskey Park II,2000,162,95,67,978,839,93.3209,1.6791,0.5864,0.5761,0.0104
Chicago White Sox,CHA,AL,C,Comiskey Park II,2001,162,83,79,798,795,81.3051,1.6949,0.5123,0.5019,0.0105
Chicago White Sox,CHA,AL,W,Comiskey Park,1985,163,85,77,736,720,83.291,1.709,0.5215,0.511,0.0105
Chicago Cubs,CHN,NL,E,Wrigley Field,1973,161,77,84,614,655,75.3037,1.6963,0.4783,0.4677,0.0105
Philadelphia Phillies,PHI,NL,NA,Connie Mack Stadium,1956,154,71,83,668,738,69.3518,1.6482,0.461,0.4503,0.0107
Houston Astros,HOU,NL,NA,Astrodome,1965,162,65,97,569,711,63.2466,1.7534,0.4012,0.3904,0.0108
Detroit Tigers,DET,AL,C,Tiger Stadium,1999,161,69,92,747,882,67.2485,1.7515,0.4286,0.4177,0.0109
St. Louis Cardinals,SLN,NL,C,Busch Stadium II,1995,143,62,81,563,658,60.4408,1.5592,0.4336,0.4227,0.0109
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1970,162,108,54,792,574,106.2115,1.7885,0.6667,0.6556,0.011
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1978,161,88,73,684,637,86.221,1.779,0.5466,0.5355,0.011
Kansas City Royals,KCA,AL,W,Royals Stadium,1982,162,90,72,784,717,88.2168,1.7832,0.5556,0.5445,0.011
Chicago White Sox,CHA,AL,C,U.S. Cellular Field,2006,162,90,72,868,794,88.1987,1.8013,0.5556,0.5444,0.0111
Pittsburgh Pirates,PIT,NL,C,Three Rivers Stadium,1997,162,79,83,725,760,77.1839,1.8161,0.4877,0.4764,0.0112
Chicago Cubs,CHN,NL,E,Wrigley Field,1974,162,66,96,669,826,64.1729,1.8271,0.4074,0.3961,0.0113
Milwaukee Brewers,MIL,NL,C,Miller Park,2014,162,82,80,650,657,80.1324,1.8676,0.5062,0.4946,0.0115
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,1976,162,92,70,608,543,90.1195,1.8805,0.5679,0.5563,0.0116
Miami Marlins,MIA,NL,E,Marlins Park,2012,162,69,93,609,724,67.1273,1.8727,0.4259,0.4144,0.0116
Atlanta Braves,ATL,NL,W,Atlanta-Fulton County Stadium,1984,162,80,82,632,655,78.1058,1.8942,0.4938,0.4821,0.0117
Chicago White Sox,CHA,AL,W,Comiskey Park,1978,161,71,90,634,731,69.1165,1.8835,0.441,0.4293,0.0117
Atlanta Braves,ATL,NL,W,Atlanta-Fulton County Stadium,1985,162,66,96,632,781,64.1051,1.8949,0.4074,0.3957,0.0117
Pittsburgh Pirates,PIT,NL,C,PNC Park,2002,161,72,89,641,730,70.0924,1.9076,0.4472,0.4354,0.0118
Washington Nationals,WAS,NL,E,Nationals Park,2011,161,80,81,624,643,78.0862,1.9138,0.4969,0.485,0.0119
Atlanta Braves,ATL,NL,W,Atlanta-Fulton County Stadium,1977,162,61,101,678,895,59.069,1.931,0.3765,0.3646,0.0119
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1974,162,80,82,676,701,78.0598,1.9402,0.4938,0.4819,0.012
Toronto Blue Jays,TOR,AL,E,Rogers Centre,2011,162,81,81,743,761,79.0614,1.9386,0.5,0.488,0.012
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,2010,162,80,82,667,692,78.0209,1.9791,0.4938,0.4816,0.0122
New York Yankees,NYA,AL,E,Yankee Stadium II,1979,160,89,71,734,672,87.0418,1.9582,0.5563,0.544,0.0122
New York Yankees,NYA,AL,E,Yankee Stadium II,1988,161,85,76,772,748,83.0415,1.9585,0.528,0.5158,0.0122
Texas Rangers,TEX,AL,W,Arlington Stadium,1982,162,64,98,590,749,62.0307,1.9693,0.3951,0.3829,0.0122
Toronto Blue Jays,TOR,AL,E,Exhibition Stadium,1980,162,67,95,624,762,65.0285,1.9715,0.4136,0.4014,0.0122
New York Yankees,NYA,AL,E,Shea Stadium,1974,162,89,73,671,623,87.001,1.999,0.5494,0.537,0.0123
San Diego Padres,SDN,NL,W,Petco Park,2012,162,76,86,651,710,73.9904,2.0096,0.4691,0.4567,0.0124
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,2001,162,86,76,746,719,83.9847,2.0153,0.5309,0.5184,0.0124
San Francisco Giants,SFN,NL,W,SBC Park,2004,162,91,71,850,770,88.9805,2.0195,0.5617,0.5493,0.0125
Montreal Expos,MON,NL,E,Jarry Park,1973,162,79,83,668,702,76.982,2.018,0.4877,0.4752,0.0125
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1990,162,103,59,733,570,100.9533,2.0467,0.6358,0.6232,0.0126
Los Angeles Angels,LAA,AL,NA,Dodger Stadium,1964,162,82,80,544,551,79.9644,2.0356,0.5062,0.4936,0.0126
Cleveland Indians,CLE,AL,C,Progressive Field,2014,162,85,77,669,653,82.9604,2.0396,0.5247,0.5121,0.0126
Cleveland Indians,CLE,AL,NA,Cleveland Stadium,1960,154,76,78,667,693,74.057,1.943,0.4935,0.4809,0.0126
Montreal Expos,MON,NL,E,Stade Olympique,2000,162,67,95,738,902,64.9604,2.0396,0.4136,0.401,0.0126
Boston Red Sox,BOS,AL,E,Fenway Park II,1978,163,99,64,796,657,96.9518,2.0482,0.6074,0.5948,0.0126
Baltimore Orioles,BAL,AL,NA,Memorial Stadium,1963,162,86,76,644,621,83.9445,2.0555,0.5309,0.5182,0.0127
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1995,144,69,75,615,658,67.1414,1.8586,0.4792,0.4663,0.0129
San Diego Padres,SDN,NL,W,Petco Park,2014,162,77,85,535,577,74.89,2.11,0.4753,0.4623,0.013
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1979,159,102,57,757,582,99.9314,2.0686,0.6415,0.6285,0.013
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1984,162,77,85,738,796,74.8836,2.1164,0.4753,0.4622,0.0131
Chicago Cubs,CHN,NL,NA,Wrigley Field,1963,162,82,80,570,578,79.8711,2.1289,0.5062,0.493,0.0131
Pittsburgh Pirates,PIT,NL,C,PNC Park,2001,162,62,100,657,858,59.8787,2.1213,0.3827,0.3696,0.0131
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1984,162,84,78,652,645,81.8743,2.1257,0.5185,0.5054,0.0131
Milwaukee Brewers,MIL,NL,C,Miller Park,2008,162,90,72,750,689,87.855,2.145,0.5556,0.5423,0.0132
Detroit Tigers,DET,AL,NA,Briggs Stadium,1951,154,73,81,685,741,70.9616,2.0384,0.474,0.4608,0.0132
San Francisco Giants,SFN,NL,NA,Candlestick Park,1965,163,95,67,682,593,92.8229,2.1771,0.5828,0.5695,0.0134
St. Louis Browns,SLA,AL,NA,Sportsman's Park IV,1953,154,54,100,555,778,51.9384,2.0616,0.3506,0.3373,0.0134
St. Louis Browns,SLA,AL,NA,Sportsman's Park IV,1951,154,52,102,611,882,49.9385,2.0615,0.3377,0.3243,0.0134
Boston Red Sox,BOS,AL,NA,Fenway Park II,1951,154,87,67,804,725,84.9356,2.0644,0.5649,0.5515,0.0134
Baltimore Orioles,BAL,AL,E,Oriole Park at Camden Yards,1992,162,89,73,705,656,86.8249,2.1751,0.5494,0.536,0.0134
New York Yankees,NYA,AL,NA,Yankee Stadium I,1951,154,98,56,798,621,95.915,2.085,0.6364,0.6228,0.0135
Montreal Expos,MON,NL,E,Stade Olympique,1977,162,75,87,665,736,72.8112,2.1888,0.463,0.4495,0.0135
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,2013,162,92,70,649,582,89.7912,2.2088,0.5679,0.5543,0.0136
Minnesota Twins,MIN,AL,C,Hubert H Humphrey Metrodome,2006,162,96,66,801,683,93.8005,2.1995,0.5926,0.579,0.0136
Pittsburgh Pirates,PIT,NL,NA,Forbes Field,1951,155,64,90,689,845,61.8986,2.1014,0.4129,0.3993,0.0136
St. Louis Cardinals,SLN,NL,NA,Sportsman's Park IV,1951,155,81,73,683,671,78.8736,2.1264,0.5226,0.5089,0.0137
Seattle Mariners,SEA,AL,W,Kingdome / Safeco Field,1999,162,79,83,859,905,76.7784,2.2216,0.4877,0.4739,0.0137
Chicago White Sox,CHA,AL,NA,Comiskey Park,1958,155,82,72,634,615,79.8573,2.1427,0.529,0.5152,0.0138
Seattle Mariners,SEA,AL,W,Kingdome,1982,162,76,86,651,712,73.7643,2.2357,0.4691,0.4553,0.0138
Detroit Tigers,DET,AL,E,Tiger Stadium,1975,159,57,102,570,786,54.7993,2.2007,0.3585,0.3446,0.0138
Colorado Rockies,COL,NL,W,Coors Field,1996,162,83,79,961,964,80.7475,2.2525,0.5123,0.4984,0.0139
Chicago Cubs,CHN,NL,C,Wrigley Field,2003,162,88,74,724,683,85.7167,2.2833,0.5432,0.5291,0.0141
St. Louis Cardinals,SLN,NL,NA,Sportsman's Park IV,1955,154,68,86,654,757,65.8179,2.1821,0.4416,0.4274,0.0142
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1984,162,85,77,681,667,82.6823,2.3177,0.5247,0.5104,0.0143
Chicago White Sox,CHA,AL,W,Comiskey Park,1973,162,77,85,652,705,74.6824,2.3176,0.4753,0.461,0.0143
Toronto Blue Jays,TOR,AL,E,Skydome,1991,162,91,71,684,622,88.6734,2.3266,0.5617,0.5474,0.0144
Milwaukee Brewers,MIL,NL,C,Miller Park,2009,162,80,82,785,818,77.6664,2.3336,0.4938,0.4794,0.0144
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1988,162,76,86,578,633,73.6576,2.3424,0.4691,0.4547,0.0145
Brooklyn Dodgers,BRO,NL,NA,Ebbets Field,1956,154,93,61,720,601,90.7612,2.2388,0.6039,0.5894,0.0145
St. Louis Cardinals,SLN,NL,NA,Sportsman's Park IV,1957,154,87,67,737,666,84.7734,2.2266,0.5649,0.5505,0.0145
Chicago Cubs,CHN,NL,NA,Wrigley Field,1968,163,84,78,612,611,81.6333,2.3667,0.5153,0.5008,0.0145
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1993,162,97,65,877,740,94.6276,2.3724,0.5988,0.5841,0.0146
Montreal Expos,MON,NL,E,Stade Olympique,2001,162,68,94,670,812,65.6189,2.3811,0.4198,0.4051,0.0147
Chicago Cubs,CHN,NL,E,Wrigley Field,1989,162,93,69,702,623,90.6247,2.3753,0.5741,0.5594,0.0147
Boston Red Sox,BOS,AL,NA,Fenway Park II,1964,162,72,90,688,793,69.572,2.428,0.4444,0.4295,0.015
Houston Astros,HOU,NL,NA,Astrodome,1968,162,72,90,510,588,69.5496,2.4504,0.4444,0.4293,0.0151
Kansas City Royals,KCA,AL,W,Royals Stadium,1977,162,102,60,822,651,99.5564,2.4436,0.6296,0.6145,0.0151
Baltimore Orioles,BAL,AL,E,Oriole Park at Camden Yards,1996,163,88,74,949,903,85.5461,2.4539,0.5399,0.5248,0.0151
Chicago White Sox,CHA,AL,W,Comiskey Park,1976,161,64,97,586,745,61.5377,2.4623,0.3975,0.3822,0.0153
Atlanta Braves,ATL,NL,W,Atlanta-Fulton County Stadium,1992,162,98,64,682,569,95.5147,2.4853,0.6049,0.5896,0.0153
Cincinnati Reds,CIN,NL,W,Riverfront Stadium,1992,162,90,72,660,609,87.5001,2.4999,0.5556,0.5401,0.0154
Boston Red Sox,BOS,AL,E,Fenway Park II,1983,162,78,84,724,775,75.4947,2.5053,0.4815,0.466,0.0155
Milwaukee Brewers,ML4,AL,E,County Stadium,1985,161,71,90,690,802,68.4819,2.5181,0.441,0.4254,0.0156
Texas Rangers,TEX,AL,W,Arlington Stadium,1991,162,85,77,829,814,82.4789,2.5211,0.5247,0.5091,0.0156
New York Yankees,NYA,AL,E,Yankee Stadium I,1969,162,80,81,562,587,77.4769,2.5231,0.4938,0.4783,0.0156
Montreal Expos,MON,NL,E,Stade Olympique,1997,162,78,84,691,740,75.4593,2.5407,0.4815,0.4658,0.0157
Washington Nationals,WAS,NL,E,R.F.K. Stadium,2006,162,71,91,746,872,68.4605,2.5395,0.4383,0.4226,0.0157
New York Yankees,NYA,AL,NA,Yankee Stadium I,1963,161,104,57,714,547,101.4544,2.5456,0.646,0.6302,0.0158
Montreal Expos,MON,NL,E,Stade Olympique/Hiram Bithorn Stadium,2003,162,83,79,711,716,80.4324,2.5676,0.5123,0.4965,0.0158
Chicago Cubs,CHN,NL,E,Wrigley Field,1993,163,84,78,738,739,81.3896,2.6104,0.5153,0.4993,0.016
San Francisco Giants,SFN,NL,W,AT&T Park,2013,162,76,86,629,691,73.4077,2.5923,0.4691,0.4531,0.016
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1991,162,84,78,651,648,81.3741,2.6259,0.5185,0.5023,0.0162
San Francisco Giants,SFN,NL,W,Candlestick Park,1980,161,75,86,573,634,72.384,2.616,0.4658,0.4496,0.0162
New York Yankees,NYA,AL,E,Yankee Stadium II,2002,161,103,58,897,697,100.3877,2.6123,0.6398,0.6235,0.0162
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1987,162,95,67,798,693,92.3522,2.6478,0.5864,0.5701,0.0163
New York Yankees,NYA,AL,E,Yankee Stadium II,1983,162,91,71,770,703,88.3534,2.6466,0.5617,0.5454,0.0163
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1986,161,86,75,739,713,83.382,2.618,0.5342,0.5179,0.0163
Chicago Cubs,CHN,NL,C,Wrigley Field,1999,162,67,95,747,920,64.3669,2.6331,0.4136,0.3973,0.0163
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,2002,162,92,70,713,643,89.3406,2.6594,0.5679,0.5515,0.0164
Atlanta Braves,ATL,NL,E,Turner Field,2002,161,101,59,708,565,98.3603,2.6397,0.6273,0.6109,0.0164
Toronto Blue Jays,TOR,AL,E,Exhibition Stadium,1981,106,37,69,329,466,35.2601,1.7399,0.3491,0.3326,0.0164
Tampa Bay Devil Rays,TBA,AL,E,Tropicana Field,2004,161,70,91,714,842,67.3448,2.6552,0.4348,0.4183,0.0165
Philadelphia Phillies,PHI,NL,NA,Connie Mack Stadium,1958,154,69,85,664,762,66.4663,2.5337,0.4481,0.4316,0.0165
Minnesota Twins,MIN,AL,C,Target Field,2011,162,63,99,619,804,60.2889,2.7111,0.3889,0.3722,0.0167
St. Louis Cardinals,SLN,NL,C,Busch Stadium II,2000,162,95,67,887,771,92.2789,2.7211,0.5864,0.5696,0.0168
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1971,162,67,95,558,688,64.2799,2.7201,0.4136,0.3968,0.0168
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1992,162,96,66,693,595,93.2551,2.7449,0.5926,0.5756,0.0169
Kansas City Royals,KCA,AL,W,Royals Stadium,1975,162,91,71,710,649,88.2569,2.7431,0.5617,0.5448,0.0169
Minnesota Twins,MIN,AL,W,Metropolitan Stadium,1980,161,77,84,670,724,74.2726,2.7274,0.4783,0.4613,0.0169
Montreal Expos,MON,NL,E,Jarry Park,1971,162,71,90,622,729,68.2495,2.7505,0.4383,0.4213,0.017
Chicago White Sox,CHA,AL,W,Comiskey Park,1974,163,80,80,684,721,77.2104,2.7896,0.4908,0.4737,0.0171
California Angels,CAL,AL,W,Anaheim Stadium,1975,161,72,89,628,723,69.2345,2.7655,0.4472,0.43,0.0172
New York Yankees,NYA,AL,E,Yankee Stadium II,1986,162,90,72,797,738,87.2175,2.7825,0.5556,0.5384,0.0172
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1988,162,104,58,800,620,101.2105,2.7895,0.642,0.6248,0.0172
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1982,163,94,68,774,687,91.1721,2.8279,0.5767,0.5593,0.0173
Cincinnati Reds,CIN,NL,C,Great American Ball Park,2009,162,78,84,673,723,75.2051,2.7949,0.4815,0.4642,0.0173
New York Yankees,NYA,AL,E,Yankee Stadium II,1996,162,92,70,871,787,89.1865,2.8135,0.5679,0.5505,0.0174
Texas Rangers,TEX,AL,W,The Ballpark at Arlington,2003,162,71,91,826,969,68.1755,2.8245,0.4383,0.4208,0.0174
Houston Astros,HOU,NL,W,Astrodome,1988,162,82,80,617,631,79.1829,2.8171,0.5062,0.4888,0.0174
Cleveland Indians,CLE,AL,E,Cleveland Stadium,1981,103,52,51,431,442,50.2024,1.7976,0.5049,0.4874,0.0175
Boston Red Sox,BOS,AL,E,Fenway Park II,1990,162,88,74,699,664,85.1572,2.8428,0.5432,0.5257,0.0175
Florida Marlins,FLO,NL,E,Joe Robbie Stadium,1997,162,92,70,740,669,89.1426,2.8574,0.5679,0.5503,0.0176
San Francisco Giants,SFN,NL,W,Candlestick Park,1973,162,88,74,739,702,85.1569,2.8431,0.5432,0.5257,0.0176
Cleveland Indians,CLE,AL,C,Jacobs Field,2001,162,91,71,897,821,88.1525,2.8475,0.5617,0.5442,0.0176
St. Louis Cardinals,SLN,NL,NA,Sportsman's Park IV/Busch Stadium II,1966,162,83,79,571,577,80.1533,2.8467,0.5123,0.4948,0.0176
California Angels,CAL,AL,NA,Anaheim Stadium,1968,162,67,95,498,615,64.1565,2.8435,0.4136,0.396,0.0176
Detroit Tigers,DET,AL,E,Tiger Stadium,1984,162,104,58,829,643,101.1484,2.8516,0.642,0.6244,0.0176
California Angels,CAL,AL,W,Anaheim Stadium,1992,162,72,90,579,671,69.141,2.859,0.4444,0.4268,0.0176
Pittsburgh Pirates,PIT,NL,NA,Forbes Field,1962,161,93,68,706,626,90.1349,2.8651,0.5776,0.5598,0.0178
Kansas City Athletics,KC1,AL,NA,Municipal Stadium I,1963,162,73,89,615,704,70.1185,2.8815,0.4506,0.4328,0.0178
Baltimore Orioles,BAL,AL,E,Oriole Park at Camden Yards,1997,162,98,64,812,681,95.1057,2.8943,0.6049,0.5871,0.0179
Detroit Tigers,DET,AL,NA,Briggs Stadium,1953,158,60,94,695,923,57.169,2.831,0.3797,0.3618,0.0179
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,1996,162,90,72,703,652,87.0888,2.9112,0.5556,0.5376,0.018
Tampa Bay Devil Rays,TBA,AL,E,Tropicana Field,2001,162,62,100,672,887,59.0757,2.9243,0.3827,0.3647,0.0181
New York Yankees,NYA,AL,E,Yankee Stadium I,1970,163,93,69,680,612,90.0552,2.9448,0.5706,0.5525,0.0181
Houston Astros,HOU,NL,W,Astrodome,1982,162,77,85,569,620,74.0641,2.9359,0.4753,0.4572,0.0181
San Diego Padres,SDN,NL,W,Jack Murphy Stadium,1977,162,69,93,692,834,66.0547,2.9453,0.4259,0.4077,0.0182
Atlanta Braves,ATL,NL,E,Turner Field,1999,162,103,59,840,661,100.0482,2.9518,0.6358,0.6176,0.0182
St. Louis Cardinals,SLN,NL,NA,Busch Stadium II,1967,161,101,60,695,557,98.033,2.967,0.6273,0.6089,0.0184
San Francisco Giants,SFN,NL,W,Candlestick Park,1990,162,85,77,719,710,82.0203,2.9797,0.5247,0.5063,0.0184
San Francisco Giants,SFN,NL,W,Candlestick Park,1993,162,103,59,808,636,100.0265,2.9735,0.6358,0.6174,0.0184
Toronto Blue Jays,TOR,AL,E,Exhibition Stadium,1982,162,78,84,651,701,75.0171,2.9829,0.4815,0.4631,0.0184
Texas Rangers,TEX,AL,W,Arlington Stadium,1986,162,87,75,771,743,83.995,3.005,0.537,0.5185,0.0185
Los Angeles Dodgers,LAN,NL,NA,Dodger Stadium,1967,162,73,89,519,595,69.9991,3.0009,0.4506,0.4321,0.0185
California Angels,CAL,AL,W,Anaheim Stadium,1978,162,87,75,691,666,83.9835,3.0165,0.537,0.5184,0.0186
Kansas City Royals,KCA,AL,C,Kauffman Stadium,1994,115,64,51,574,532,61.8608,2.1392,0.5565,0.5379,0.0186
Cleveland Indians,CLE,AL,C,Jacobs Field,2002,162,74,88,739,837,70.9652,3.0348,0.4568,0.4381,0.0187
Houston Astros,HOU,NL,W,Astrodome,1976,162,80,82,625,657,76.9588,3.0412,0.4938,0.4751,0.0188
Cincinnati Reds,CIN,NL,W,Riverfront Stadium,1984,162,70,92,627,747,66.9586,3.0414,0.4321,0.4133,0.0188
Milwaukee Brewers,MIL,NL,C,Miller Park,2003,162,68,94,714,873,64.9307,3.0693,0.4198,0.4008,0.0189
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,1998,162,83,79,669,678,79.9176,3.0824,0.5123,0.4933,0.019
Cleveland Indians,CLE,AL,NA,Cleveland Stadium,1968,162,86,75,516,504,82.9056,3.0944,0.5309,0.5118,0.0191
Baltimore Orioles,BAL,AL,NA,Memorial Stadium,1960,154,89,65,682,606,86.0554,2.9446,0.5779,0.5588,0.0191
Cincinnati Reds,CIN,NL,W,Riverfront Stadium,1980,163,89,73,707,670,85.8767,3.1233,0.546,0.5269,0.0192
Chicago White Sox,CHA,AL,C,Comiskey Park II,1999,162,75,86,777,870,71.8815,3.1185,0.463,0.4437,0.0192
Chicago Cubs,CHN,NL,C,Wrigley Field,2010,162,75,87,685,767,71.8803,3.1197,0.463,0.4437,0.0193
Chicago Cubs,CHA,AL,C,Wrigley Field,2014,162,73,89,660,758,69.8572,3.1428,0.4506,0.43120000000000003,0.0194
New York Mets,NYN,NL,E,Shea Stadium,1986,162,108,54,783,578,104.8598,3.1402,0.6667,0.6473,0.0194
Philadelphia Phillies,PHI,NL,NA,Connie Mack Stadium,1957,156,77,77,623,656,73.9777,3.0223,0.4936,0.4742,0.0194
New York Mets,NYN,NL,NA,Polo Grounds IV,1963,162,51,111,501,774,47.8335,3.1665,0.3148,0.2953,0.0195
Cleveland Indians,CLE,AL,C,Jacobs Field,1999,162,97,65,1009,860,93.8334,3.1666,0.5988,0.5792,0.0195
New York Yankees,NYA,AL,E,Yankee Stadium II,2003,163,101,61,877,716,97.8074,3.1926,0.6196,0.6,0.0196
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1981,103,59,43,464,417,56.9793,2.0207,0.5728,0.5532,0.0196
Cleveland Indians,CLE,AL,E,Cleveland Stadium,1992,162,76,86,674,746,72.807,3.193,0.4691,0.4494,0.0197
Seattle Mariners,SEA,AL,W,Kingdome,1984,162,74,88,682,774,70.8044,3.1956,0.4568,0.4371,0.0197
Brooklyn Dodgers,BRO,NL,NA,Ebbets Field,1953,155,105,49,955,689,101.9393,3.0607,0.6774,0.6577,0.0197
Florida Marlins,FLO,NL,E,Dolphin Stadium,2008,161,84,77,770,767,80.8142,3.1858,0.5217,0.502,0.0198
New York Yankees,NYA,AL,E,Yankee Stadium II,1998,162,114,48,965,656,110.7982,3.2018,0.7037,0.6839,0.0198
Detroit Tigers,DET,AL,C,Comerica Park,2014,162,90,72,757,705,86.7547,3.2453,0.5556,0.5355,0.02
Texas Rangers,TEX,AL,W,The Ballpark at Arlington,1994,114,52,62,613,697,49.72,2.28,0.4561,0.4361,0.02
Detroit Tigers,DET,AL,E,Tiger Stadium,1971,162,91,71,701,645,87.7283,3.2717,0.5617,0.5415,0.0202
Kansas City Athletics,KC1,AL,NA,Municipal Stadium I,1958,156,73,81,642,713,69.8482,3.1518,0.4679,0.4477,0.0202
New York Yankees,NYA,AL,E,Yankee Stadium II,1990,162,67,95,603,749,63.7076,3.2924,0.4136,0.3933,0.0203
Cincinnati Reds,CIN,NL,C,Great American Ball Park,2008,162,74,88,704,800,70.7015,3.2985,0.4568,0.4364,0.0204
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1991,162,78,84,629,680,74.6979,3.3021,0.4815,0.4611,0.0204
Atlanta Braves,ATL,NL,E,Turner Field,2011,162,89,73,641,605,85.6767,3.3233,0.5494,0.5289,0.0205
Cincinnati Reds,CIN,NL,W,Riverfront Stadium,1986,162,86,76,732,717,82.6768,3.3232,0.5309,0.5104,0.0205
Toronto Blue Jays,TOR,AL,E,Skydome,1993,162,95,67,847,742,91.6583,3.3417,0.5864,0.5658,0.0206
Chicago White Sox,CHN,NL,C,U.S. Cellular Field,2014,162,73,89,614,707,69.6513,3.3487,0.4506,0.4299,0.0207
Washington Senators,WS2,AL,NA,R.F.K. Stadium,1968,161,65,96,524,665,61.6723,3.3277,0.4037,0.3831,0.0207
St. Louis Cardinals,SLN,NL,C,Busch Stadium II,2004,162,105,57,855,659,101.6266,3.3734,0.6481,0.6273,0.0208
Florida Marlins,FLO,NL,E,Pro Player Stadium,2003,162,91,71,751,692,87.6126,3.3874,0.5617,0.5408,0.0209
